Key,Context,Example,Source,de,en-us,es,es-es,fr,id,it,ja,ko,pt,pt-br,ru,th-th,zh-cn,zh-tw,zh-cjv,pl,vi,tr,ar
,,,Stop Recording,Aufnahme beenden,Stop Recording,Detener grabación,Detener grabación,Arrêter l'enregistrement,Berhenti Merekam,Interrompi registrazione,録画を停止する,녹화 중지,Parar gravação,Parar gravação,Остановить запись,หยุดการบันทึก,停止录音,停止錄影,停止录音,Zatrzymaj nagrywanie,Dừng Ghi,Kaydetmeyi Durdur,إيقاف التسجيل
,,,Plugin,Plug-in,Plugin,Plugin,Plugin,Plugin,Plugin,Plug-in,プラグイン,플러그인,Plugin,Plugin,Расширение,ปลั๊กอิน,插件,外掛程式,插件,Dodatek plug-in,Plugin,Eklenti,مكوَّن إضافي
,,,Buy Now,Jetzt kaufen,Buy Now,Comprar ahora,Comprar ahora,Acheter maintenant,Beli Sekarang,Compra ora,今すぐ購入,지금 구매하기,Comprar agora,Comprar agora,Купить,ซื้อตอนนี้เลย,立即购买,現在購買,立即购买,Kup teraz,Mua Ngay,Şimdi Satın Al,شراء الآن
,,,Classic,Klassisch,Classic,Clásico,Clásico,Classique,Klasik,Classica,定番,클래식,Clássico,Clássico,Классика,คลาสสิก,经典,經典,经典,Klasyczne,Cổ Điển,Klasik,كلاسيكي
,,,Unequip Tools,Werkzeug-Ausrüstung abnehmen,Unequip Tools,Desequipar herramientas,Desequipar herramientas,Outils non équipés,Lepas Alat,Rimuovi strum.,ツールを外す,도구 장착 해제,Desequipar,Desequipar,Убрать,เลิกใช้อุปกรณ์,取消配备工具,卸下工具,取消配备工具,Zdejmij narzędzia,Không Trang Bị Công Cụ,Aletleri Donanmayı Bırak,ترك الأدوات
,,,Switch Tool,Werkzeug wechseln,Switch Tool,Alternar herramienta,Alternar herramienta,Outil d'échange,Alat Alihkan,Cambia strumento,ツールを交換,도구 전환,Trocar ferramenta,Trocar ferramenta,Сменить предмет,สลับอุปกรณ์,切换工具,切換工具,切换工具,Zmiana narzędzia,Chuyển Đổi Công Cụ,Aleti Değiştir,أداة التبديل
,,,Wipeouts,Auslöschungen,Wipeouts,Destrucciones,Destrucciones,Éliminations,Wipeout,Annientamenti,死亡回数,사망,Aniquilações,Aniquilações,Уничтожения,ความตาย,死亡数,死亡數,死亡数,Śmierci,Chết,Ölümler,Wipeouts
,,,Error Blocking User,Fehler beim Blockieren des Benutzers,Error Blocking User,Error al bloquear usuario,Error al bloquear usuario,Utilisateur bloqué par une erreur,Eror Saat Memblokir Pengguna,Errore durante il blocco dell'utente,ユーザーのブロックエラー,사용자 차단 오류,Erro ao bloquear usuário,Erro ao bloquear usuário,Ошибка блокировки пользователя,เกิดข้อผิดพลาดในการบล็อคผู้ใช้,屏蔽用户时出错,封鎖使用者時發生錯誤,屏蔽用户时出错,Błąd blokowania użytkownika,Lỗi khi Chặn Người Dùng,Kullanıcı Engellenirken Hata Oluştu,خطأ في حظر المستخدم
,,,Sent,Gesendet,Sent,Enviado,Enviado,Envoyé,Terkirim,Inviato,送付済み,보냄,Enviado,Enviado,Отправленные,ส่งแล้ว,已发送,已傳送,已发送,Wysłano,Đã Gửi,Gönderildi,أرسلت
,,,Block People,Personen blockieren,Block People,Bloquear personas,Bloquear personas,Bloquer les personnes,Blokir Pengguna,Blocca persone,人をブロック,회원 차단,Bloquear pessoas,Bloquear pessoas,Заблокировать людей,บล็อคผู้ใช้,屏蔽用户,封鎖帳號,屏蔽用户,Blokuj osoby,Chặn Người,İnsanları Engelle,حظر الأشخاص
,,,Package,Paket,Package,Paquete,Paquete,Pack,Paket,Pacchetto,パッケージ,패키지,Pacote,Pacote,Набор,แพ็คเกจ,套装,套裝,套装,Pakiet,Gói,Paket,حزمة
,,,Followed user has left the experience. {RET:translate}...({COUNT:int}),Gefolgter Benutzer hat die Experience verlassen. {RET:translate}...({COUNT:int}),Followed user has left the experience. {RET:translate}...({COUNT:int}),El usuario al que sigues salió de la experiencia. {RET:translate}...({COUNT:int}),El usuario al que sigues salió de la experiencia. {RET:translate}...({COUNT:int}),L'utilisateur que tu suivais a quitté la partie.. {RET:translate}...({COUNT:int}),Pengguna yang diikuti sudah keluar dari pengalaman virtual. {RET:translate}...({COUNT:int}),L'utente seguito ha abbandonato l'esperienza. {RET:translate}...({COUNT:int}),フォローしたユーザーがバーチャル空間から退出しました。 {RET:translate}...({COUNT:int}),팔로우 중인 사용자가 체험에서 나갔습니다. {RET:translate}...({COUNT:int}),O usuário que você seguia saiu da experiência. {RET:translate}...({COUNT:int}),O usuário que você seguia saiu da experiência. {RET:translate}...({COUNT:int}),Пользователь покинул плейс. {RET:translate}...({COUNT:int}),ผู้ใช้ที่ติดตามได้ออกจากประสบการณ์แล้ว {RET:translate}...({COUNT:int}),关注的用户已离开。 {RET:translate}...({COUNT:int}）,您追蹤的使用者已離開體驗。{RET:translate}……（{COUNT:int}）,关注的用户已离开。 {RET:translate}...({COUNT:int}）,Obserwowany użytkownik opuścił projekt. {RET:translate}... ({COUNT:int}),Người dùng được theo dõi đã rời khỏi trải nghiệm. {RET:translate}...({COUNT:int}),"Takip edilen kullanıcı, deneyimden ayrıldı. {RET:translate}...({COUNT:int})",المستخدم الذي تتابعه ترك التجربة. {RET:translate}...({COUNT:int})
,,,This was a test purchase.,Dies war ein Testkauf.,This was a test purchase.,Compra de prueba,Compra de prueba,C'était un achat test.,Ini adalah tes pembelian.,Questo era un acquisto di prova.,テスト購入でした。,테스트 구매입니다.,Esta foi uma compra de teste.,Esta foi uma compra de teste.,Это была тестовая покупка.,นี่เป็นการทดลองซื้อ,此次购买为测试性质。,此為測試性購買。,此次购买为测试性质。,To był zakup testowy.,Đây là một giao dịch mua thử nghiệm.,Bu bir deneme satın alımıydı.,كانت هذه عملية شراء تجريبية.
,,,Waiting for an available server. ({COUNT:int}),Warten auf verfügbaren Server. ({COUNT:int}),Waiting for an available server. ({COUNT:int}),Esperando un servidor disponible. ({COUNT:int}),Esperando un servidor disponible. ({COUNT:int}),En attente d'un serveur disponible. ({COUNT:int}),Menunggu server yang tersedia. ({COUNT:int}),In attesa di un server disponibile. ({COUNT:int}),使用可能なサーバを待機中 ({COUNT:int}),이용 가능한 서버를 기다리는 중 ({COUNT:int}),Aguardando um servidor disponível ({COUNT:int}),Aguardando um servidor disponível ({COUNT:int}),Ожидание доступного сервера ({COUNT:int}),กำลังรอเซิร์ฟเวอร์ที่พร้อมใช้งาน ({COUNT:int}),正在等待可用服务器 ({COUNT:int}),正在等待可用伺服器。（{COUNT:int}）,正在等待可用服务器 ({COUNT:int}),Oczekiwanie na dostępny serwer. ({COUNT:int}),Chờ một máy chủ khả dụng. ({COUNT:int}),Kullanılabilir bir sunucu bekleniyor. ({COUNT:int}),في انتظار خادم متوفر. ({COUNT:int})
,,,Cannot join private server: {ERROR_REASON},Beitritt zu privatem Server nicht möglich: {ERROR_REASON},Cannot join private server: {ERROR_REASON},No es posible unirse al servidor privado: {ERROR_REASON},No es posible unirse al servidor privado: {ERROR_REASON},Impossible de rejoindre le serveur privé : {ERROR_REASON},Tidak dapat bergabung ke server privat: {ERROR_REASON},Impossibile accedere al server privato: {ERROR_REASON},プライベートサーバーに参加できません：{ERROR_REASON},비공개 서버에 참여할 수 없습니다: {ERROR_REASON},Não é possível juntar-se ao servidor privado: {ERROR_REASON},Não é possível juntar-se ao servidor privado: {ERROR_REASON},Нельзя присоединиться к частному серверу: {ERROR_REASON},ไม่สามารถเข้าร่วมเซิร์ฟเวอร์ส่วนตัวได้: {ERROR_REASON},由于{ERROR_REASON}，无法加入私人服务器：,無法加入私人伺服器：{ERROR_REASON},由于{ERROR_REASON}，无法加入私人服务器：,Nie można dołączyć do serwera prywatnego: {ERROR_REASON},Không tham gia được máy chủ riêng: {ERROR_REASON},Özel sunucuya katılım başarısız: {ERROR_REASON},لا يمكن الانضمام إلى الخادم الخاص: {ERROR_REASON}
,,,Don't Reset,Nicht zurücksetzen,Don't Reset,No reiniciar,No reiniciar,Ne pas réinitialiser,Jangan Reset,Non azzerare,リセットしない,재설정 취소,Não reiniciar,Não reiniciar,Не сбрасывать,ไม่ต้องรีเซ็ต,不要重置,不要重設,不要重置,Nie resetuj,Không Đặt Lại,Sıfırlama,عدم إعادة التعيين
,,,An error occurred while unblocking {RBX_NAME}. Please try again later.,Bei der Aufhebung der Blockierung von {RBX_NAME} ist ein Fehler aufgetreten. Bitte versuche es später erneut.,An error occurred while unblocking {RBX_NAME}. Please try again later.,Se produjo un error al desbloquear a {RBX_NAME}. Inténtalo de nuevo más tarde.,Se produjo un error al desbloquear a {RBX_NAME}. Inténtalo de nuevo más tarde.,Une erreur est survenue lors de la levée du blocage de {RBX_NAME}. Veuillez réessayer plus tard.,Terjadi eror saat membuka blokir {RBX_NAME}. Coba lagi nanti.,Si è verificato un errore nello sblocco di {RBX_NAME}. Riprova più tardi.,{RBX_NAME} さんのブロック解除でエラーが発生しました。しばらくしてからやり直してください。,{RBX_NAME} 님의 차단을 해제하는 중 오류가 발생했어요. 나중에 다시 시도하세요.,Ocorreu um erro ao desbloquear {RBX_NAME}. Tente novamente mais tarde.,Ocorreu um erro ao desbloquear {RBX_NAME}. Tente novamente mais tarde.,При разблокировке пользователя {RBX_NAME} произошла ошибка. Повтори попытку позже.,"เกิดข้อผิดพลาดขณะเลิกบล็อค ""{RBX_NAME}"" โปรดลองอีกครั้งในภายหลัง",取消屏蔽“{RBX_NAME}”时出错。请稍候重试。,解除封鎖 {RBX_NAME} 時發生錯誤，請稍後再試。,取消屏蔽“{RBX_NAME}”时出错。请稍候重试。,Wystąpił błąd podczas odblokowywania użytkownika {RBX_NAME}. Spróbuj ponownie później.,Đã xảy ra lỗi khi bỏ chặn {RBX_NAME}. Vui lòng thử lại sau.,{RBX_NAME} adlı kullanıcının engeli kaldırılırken bir hata oluştu. Lütfen daha sonra tekrar dene.,حدث خطأ أثناء إلغاء الحظر عن {RBX_NAME}. الرجاء المحاولة لاحقًا.
,,,Chat,Chat,Chat,Chat,Chat,Chat,Chat,Chat,チャット,채팅,Chat,Chat,Чат,แชท,聊天,聊天,聊天,Czat,Cuộc Trò Chuyện,Sohbet,دردشة
,,,Label,Label,Label,Etiqueta,Etiqueta,Étiquette,Label,Etichetta,ラベル,라벨,Rótulo,Rótulo,Метка,ป้ายชื่อ,标签,標籤,标签,Etykieta,Nhãn,Etiket,تصنيف
,,,You can not send a friend request because you are at the max friend limit.,"Du kannst keine Freundschaftsanfrage senden, da du die max. Anzahl von Freunden erreicht hast.",You can not send a friend request because you are at the max friend limit.,No puedes enviar una solicitud de amistad porque alcanzaste el límite de amistades.,No puedes enviar una solicitud de amistad porque alcanzaste el límite de amistades.,Vous ne pouvez pas envoyer une demande d'ami car vous avez atteint votre limite maximale d'amis.,Kamu tidak dapat mengirim permintaan pertemanan karena kamu sudah mencapai batas maksimal pertemanan.,Non puoi inviare una richiesta di amicizia perché hai raggiunto il limite massimo di amici.,友達の数が上限に達したため友達リクエストが送れません。,최대 친구 목록이 초과되어 친구 요청을 보낼 수 없어요.,Você não pode enviar um pedido de amizade pois você alcançou o limite máximo de amizades.,Você não pode enviar um pedido de amizade pois você alcançou o limite máximo de amizades.,Ты не можешь отправить запрос дружбы: количество друзей достигло максимума.,คุณไม่สามารถส่งคำขอเป็นเพื่อนได้เนื่องจากคุณมีเพื่อนถึงจำนวนสูงสุดแล้ว,由于你已达到好友数量上限，你无法发送好友邀请。,您的好友人數已達上限，無法傳送好友邀請。,由于你已达到好友数量上限，你无法发送好友邀请。,"Nie możesz wysłać prośby o dodanie do znajomych, ponieważ liczba twoich znajomych osiągnęła limit.",Bạn không gửi được yêu cầu kết bạn vì bạn đã đạt giới hạn bạn bè tối đa.,Maksimum arkadaş sınırına ulaştığın için arkadaşlık isteği gönderemezsin.,لا يمكنك إرسال طلب صداقة إلى لأن قائمة أصدقائك ممتلئة.
,,,Could not connect to experience due to join script failure,"Verbindung zur Experience konnte nicht hergestellt werden, da ein Problem mit dem Beitrittsskript aufgetreten ist",Could not connect to experience due to join script failure,No se pudo conectar a la experiencia a causa de un error en el script de unión,No se pudo conectar a la experiencia a causa de un error en el script de unión,Impossible de se connecter à l'expérience en raison de l'échec du script de connexion,Tidak dapat bergabung ke pengalaman virtual karena join script gagal,Impossibile connettersi all'esperienza a causa di un errore nello script di accesso,参加スクリプトの失敗によりバーチャル空間に接続できませんでした,참가 스크립트를 가져오지 못해 체험에 접속할 수 없습니다,Não foi possível conectar-se à experiência devido a uma falha no script de entrada,Não foi possível conectar-se à experiência devido a uma falha no script de entrada,Не удалось подключиться к плейсу из-за ошибки в сценарии подключения,ไม่สามารถเชื่อมต่อกับประสบการณ์ได้เนื่องจากสคริปต์การเข้าร่วมล้มเหลว,加入脚本失败，无法连接至作品,加入指令碼發生錯誤，無法連線到體驗,加入脚本失败，无法连接至作品,Nie można połączyć się z projektem z powodu błędu skryptu dołączania,Không thể kết nối với trải nghiệm do tham gia kịch bản thất bại,Katılım komut dosyası hatası nedeniyle deneyime bağlanılamadı,تعذر الاتصال بالتجربة بسبب مشكلة في برنامج الانضمام
