Key,Context,Example,Source,en-us
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceTouchRotate,,,"Fired when a user rotates two fingers on a TouchEnabled device. 'touchPositions' is a Lua array of Vector2, each indicating the position of all the fingers involved in the gesture. 'rotation' is a float indicating how much the rotation has gone from the start of the gesture. 'velocity' is a float that indicates how quickly the gesture is being performed. 'state' indicates the Enum.UserInputState of the gesture.  This event only fires locally.  This event will always fire regardless of game state.","Fired when a user rotates two fingers on a TouchEnabled device. 'touchPositions' is a Lua array of Vector2, each indicating the position of all the fingers involved in the gesture. 'rotation' is a float indicating how much the rotation has gone from the start of the gesture. 'velocity' is a float that indicates how quickly the gesture is being performed. 'state' indicates the Enum.UserInputState of the gesture.  This event only fires locally.  This event will always fire regardless of game state."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceTouchStarted,,,"Fired when a user places their finger on a TouchEnabled device. 'touch' is an InputObject, which contains useful data for querying user input.  This event only fires locally.  This event will always fire regardless of game state.","Fired when a user places their finger on a TouchEnabled device. 'touch' is an InputObject, which contains useful data for querying user input.  This event only fires locally.  This event will always fire regardless of game state."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceTouchSwipe,,,"Fired when a user swipes their fingers on a TouchEnabled device. 'swipeDirection' is an Enum.SwipeDirection, indicating the direction the user swiped. 'numberOfTouches' is an int that indicates how many touches were involved with the gesture.  This event only fires locally.  This event will always fire regardless of game state.","Fired when a user swipes their fingers on a TouchEnabled device. 'swipeDirection' is an Enum.SwipeDirection, indicating the direction the user swiped. 'numberOfTouches' is an int that indicates how many touches were involved with the gesture.  This event only fires locally.  This event will always fire regardless of game state."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceTouchTap,,,"Fired when a user taps their finger on a TouchEnabled device. 'touchPositions' is a Lua array of Vector2, each indicating the position of all the fingers involved in the tap gesture. This event only fires locally.  This event will always fire regardless of game state.","Fired when a user taps their finger on a TouchEnabled device. 'touchPositions' is a Lua array of Vector2, each indicating the position of all the fingers involved in the tap gesture. This event only fires locally.  This event will always fire regardless of game state."
Studio.ReflectionMetadata.ReflectionMetadata.ValueBase,,,The base class to all Value Objects.,The base class to all Value Objects.
Studio.ReflectionMetadata.ReflectionMetadata.VehicleSeat,,,Automatically finds and powers hinge joints in an assembly.  Ignores motors.,Automatically finds and powers hinge joints in an assembly.  Ignores motors.
Studio.ReflectionMetadata.ReflectionMetadata.ViewportFrame,,,A GUI that can show 3D objects,A GUI that can show 3D objects
Studio.ReflectionMetadata.ReflectionMetadata.ViewportFrameAmbient,,,Changing this changes the color tint of all objects in the ViewportFrame.,Changing this changes the color tint of all objects in the ViewportFrame.
Studio.ReflectionMetadata.ReflectionMetadata.ViewportFrameCurrentCamera,,,Current Camera of children objects,Current Camera of children objects
Studio.ReflectionMetadata.ReflectionMetadata.ViewportFrameImageColor3,,,The rendered image of the ViewportFrame will be multiplied by this color,The rendered image of the ViewportFrame will be multiplied by this color
Studio.ReflectionMetadata.ReflectionMetadata.ViewportFrameImageTransparency,,,A number value that specifies how transparent the rendered image of the ViewportFrame is,A number value that specifies how transparent the rendered image of the ViewportFrame is
Studio.ReflectionMetadata.ReflectionMetadata.ViewportFrameLightColor,,,Directional light color for objects in the ViewportFrame.,Directional light color for objects in the ViewportFrame.
Studio.ReflectionMetadata.ReflectionMetadata.ViewportFrameLightDirection,,,"Light direction. Value will be normalized. All values valid except (0,0,0).","Light direction. Value will be normalized. All values valid except (0,0,0)."
Studio.ReflectionMetadata.ReflectionMetadata.WedgePart,,,A Wedge Part,A Wedge Part
Studio.ReflectionMetadata.ReflectionMetadata.WeldConstraintActive,,,"Read-only boolean, true if the joint is active in world. Rigid joints may be inactive if they are redundant or form cycles.","Read-only boolean, true if the joint is active in world. Rigid joints may be inactive if they are redundant or form cycles."
Studio.ReflectionMetadata.ReflectionMetadata.WorkspaceFallenPartsDestroyHeight,,,Sets the height at which falling characters and parts are destroyed. This property is not scriptable and can only be set in Studio,Sets the height at which falling characters and parts are destroyed. This property is not scriptable and can only be set in Studio
Studio.ReflectionMetadata.ReflectionMetadata.WorkspaceFindPartOnRay,,,Deprecated. Use WorldRoot:Raycast() instead,Deprecated. Use WorldRoot:Raycast() instead
Studio.ReflectionMetadata.ReflectionMetadata.WorkspaceFindPartOnRayWithIgnoreList,,,Deprecated. Use WorldRoot:Raycast() instead,Deprecated. Use WorldRoot:Raycast() instead
Studio.ReflectionMetadata.ReflectionMetadata.WorkspaceFindPartsInRegion3,,,"Returns parts in the area defined by the Region3, up to specified maxCount or 100, whichever is less","Returns parts in the area defined by the Region3, up to specified maxCount or 100, whichever is less"
Studio.ReflectionMetadata.ReflectionMetadata.WorkspaceFindPartsInRegion3WithIgnoreList,,,"Returns parts in the area defined by the Region3, up to specified maxCount or 100, whichever is less","Returns parts in the area defined by the Region3, up to specified maxCount or 100, whichever is less"
Studio.ReflectionMetadata.ReflectionMetadata.WorkspacePGSPhysicsSolverEnabled,,,Boolean used to enable the new physics solver,Boolean used to enable the new physics solver
Studio.ReflectionMetadata.ReflectionMetadata.WorldModel,,,"An object that contains a World. Supports rigid joints. Unlike Workspace, WorldModels do not support dynamics simulation.","An object that contains a World. Supports rigid joints. Unlike Workspace, WorldModels do not support dynamics simulation."
Studio.ReflectionMetadata.ReflectionMetadata.ZIndexBehavior,,,Controls the behavior of the ZIndex property.,Controls the behavior of the ZIndex property.
Studio.ReflectionMetadata.ReflectionMetadata.ZIndexBehaviorGlobal,,,The ZIndex property will override the default value computed from the depth in the hierarchy.,The ZIndex property will override the default value computed from the depth in the hierarchy.
Studio.ReflectionMetadata.ReflectionMetadata.ZIndexBehaviorSibling,,,The ZIndex property will control the order that the GuiObject will be rendered relative to its siblings.,The ZIndex property will control the order that the GuiObject will be rendered relative to its siblings.
