Studio.App.SandboxLocalCache.SourcesMissingCorruptedMessage,,,"Unable to restore some of the drafts.

Files are missing or corrupted:","Unable to restore some of the drafts.

Files are missing or corrupted:","일부 초안을 복원할 수 없습니다.

다음 파일이 없거나 손상되었습니다:",,"无法恢复部分草稿。

文件缺失或已损坏："
Studio.App.ScriptsInBatchDialog.FailedToLoadDataErrorMessage,,,Failed to load data. Please close this dialog and try again.,Failed to load data. Please close this dialog and try again.,데이터를 불러오지 못했습니다. 이 대화문을 닫고 다시 시도하세요.,,载入数据失败。请关闭本对话框并重试。
Studio.App.TeamCreate.PermissionsMovedMessage1,,,"We've moved permissions management to <a href=""%1"">Home &gt; Game Settings &gt; Permissions.</a>","We've moved permissions management to <a href=""%1"">Home &gt; Game Settings &gt; Permissions.</a>","권한 관리를 <a href=""%1"">홈 &gt; 게임 설정 &gt; 권한</a>으로 이동했습니다.",,"我们已将权限管理移至 <a href=""%1"">首页 &gt; 游戏设置 &gt; 权限。</a>"
Studio.App.VersionHistoryController.ReadOnlyScriptDocMessageFmt3,,,This version is read-only. <a href='%1://%2_%3'>Click here to edit.</a>,This version is read-only. <a href='%1://%2_%3'>Click here to edit.</a>,이 버전은 읽기 전용입니다. <a href='%1://%2_%3'>편집하려면 여기를 클릭하세요.</a>,,该版本为只读。<a href='%1://%2_%3'>点此进行编辑。</a>
Studio.App.VersionHistoryController.ScriptEditErrorMessage,,,Unable to edit script. Please try again.,Unable to edit script. Please try again.,스크립트를 편집할 수 없습니다. 다시 시도하세요.,,无法编辑脚本。请再试一次。
Studio.App.VersionHistoryDialog.ConflictDialogMessage,,,Unable to edit the following script(s) as they have uncommitted changes that'll be lost. Please commit or discard local changes and retry the operation.,Unable to edit the following script(s) as they have uncommitted changes that'll be lost. Please commit or discard local changes and retry the operation.,커밋되지 않은 변경 사항이 손실되므로 다음 스크립트를 편집할 수 없습니다. 로컬 변경 사항을 커밋하거나 취소하고 작업을 다시 시도하세요.,,无法编辑存在未提交更改的脚本，将会导致更改丢失。请提交或放弃本地更改后重试操作。
Studio.App.VersionHistoryDialog.ConflictDialogTitle,,,Unable To Edit Script(s),Unable To Edit Script(s),스크립트를 편집할 수 없습니다,,无法编辑脚本
Studio.App.VersionHistoryDialog.ConflictingScripts,,,Conflicting Script(s),Conflicting Script(s),스크립트 충돌,,脚本冲突
Studio.App.VersionHistoryDialog.FailedToLoad,,,Failed to load,Failed to load,불러오지 못했습니다,,载入失败
Studio.App.VersionHistoryDialog.FailedToLoadDataErrorMessage,,,Failed to load data. Please close this dialog and try again.,Failed to load data. Please close this dialog and try again.,데이터를 불러오지 못했습니다. 이 대화문을 닫고 다시 시도하세요.,,载入数据失败。请关闭本对话框并重试。
Studio.App.VersionHistoryDialog.NoScriptChanges,,,No script changes,No script changes,스크립트 변경 없음,,无脚本更改
Studio.App.VersionHistoryDialog.VersionComparedWithFmt2,,,Version %1 compared with %2,Version %1 compared with %2,버전 %2와(과) 비교한 버전 %1,,版本 %1 与 %2 比较
Studio.App.ManageEmulationDeviceDialog.EmulationDeviceManager,,,Emulation Device Manager,Emulation Device Manager,에뮬레이션 기기 관리자,,模拟设备管理器
Studio.App.ManageEmulationDeviceDialog.NewDevicePrefix,,,newDevice,newDevice,새로운 기기,,新设备
Studio.App.Merge.AllConflictsResolved,,,All conflicts resolved,All conflicts resolved,모든 충돌이 해결되었습니다,,所有冲突均已解决
Studio.App.Merge.Done,,,Merge All,Merge All,모두 병합,,全部合并
Studio.App.PluginPermissionsDialog.Allow,,,Allow,Allow,허용,,允许
Studio.App.PluginPermissionsDialog.Deny,,,Deny,Deny,거부,,拒绝
Studio.App.PluginPermissionsDialog.HttpDomainPermission,,,Allow plugin %1 to access %2?,Allow plugin %1 to access %2?,플러그인 %1이(가) %2에 액세스하도록 허용할까요?,,允许插件 %1 访问 %2？
Studio.App.PluginPermissionsDialog.Warning,,,You can always revoke this permission from Plugins > Plugin Management.,You can always revoke this permission from Plugins > Plugin Management.,플러그인 > 플러그인 관리에서 언제든지 이 권한을 철회할 수 있습니다.,,您可以随时在 插件 > 插件管理 中撤销该权限。
Studio.App.Property.PluginDebuggingEnabled,,,Plugin Debugging Enabled,Plugin Debugging Enabled,플러그인 디버깅 활성화됨,,插件调试已启用
Studio.App.QuickOpenDialog.Actions,,,Actions,Actions,작업,,动作
Studio.App.QuickOpenDialog.MatchCase,,,Match Case,Match Case,대소문자 일치,,大小写匹配
Studio.App.QuickOpenDialog.MoreSettings,,,More Settings,More Settings,기타 설정,,更多设置
Studio.App.QuickOpenDialog.RegularExpr,,,Regular Expression,Regular Expression,정규식,,正则表达式
Studio.App.RBXMainWindow.AssetManager,,,Asset Manager,Asset Manager,애셋 관리자,,资源管理器
Studio.App.RBXMainWindow.CantSaveAndReloadLua,,,The original plugin was a .lua file.  The plugin in its current form cannot be saved out as a single lua file.,The original plugin was a .lua file.  The plugin in its current form cannot be saved out as a single lua file.,원래 플러그인은 .lua 파일입니다. 현재 형식의 플러그인은 별도의 lua 파일로 저장할 수 없습니다.,,原插件为 .lua 文件。插件当前的状态无法保存为单独的 lua 文件。
Studio.App.RBXMainWindow.CantSaveAndReloadLuaTitle,,,Cannot Save And Reload,Cannot Save And Reload,저장 및 다시 불러오기 불가,,无法保存并重新加载
Studio.App.RBXMainWindow.InsertLocalBreakpoint,,,Insert Local Breakpoint,Insert Local Breakpoint,로컬 중단점 삽입,,插入本地断点
Studio.App.AddEmulationDeviceDialog.BottomSafeZoneOffset,,,Bottom,Bottom,하단,,下
Studio.App.AddEmulationDeviceDialog.LandscapeSafeZoneOffsets,,,SafeZoneOffsets (Landscape),SafeZoneOffsets (Landscape),SafeZoneOffsets (가로),,SafeZoneOffsets（横向）
Studio.App.AddEmulationDeviceDialog.LeftSafeZoneOffset,,,Left,Left,왼쪽,,左
Studio.App.AddEmulationDeviceDialog.PortraitSafeZoneOffsets,,,SafeZoneOffsets (Portrait),SafeZoneOffsets (Portrait),SafeZoneOffsets (세로),,SafeZoneOffsets（纵向）
Studio.App.AddEmulationDeviceDialog.RightSafeZoneOffset,,,Right,Right,오른쪽,,右
Studio.App.AddEmulationDeviceDialog.TopSafeZoneOffset,,,Top,Top,상단,,上
Studio.App.AssetManagerService.AssetIdInvalid,,,AssetId is invalid,AssetId is invalid,유효하지 않은 AssetId입니다,,AssetId 无效
Studio.App.AssetManagerService.DataModelInvalid,,,DataModel is invalid,DataModel is invalid,유효하지 않은 DataModel입니다,,DataModel 无效
Studio.App.AssetManagerService.InsertInstanceExceptionArg1,,,Exception while inserting instance into datamodel: %1,Exception while inserting instance into datamodel: %1,Datamodel에 인스턴스를 삽입하는 동안 예외가 발생함: %1,,将实例插入至 datamodel 时出现异常：%1
Studio.App.AssetManagerService.InvalidArgumentExceptionArg1,,,Exception while converting string to id: %1,Exception while converting string to id: %1,문자열을 ID로 변환하는 동안 예외가 발생함: %1,,将字符串转换为 id 时出现异常：%1
Studio.App.AssetManagerService.MessageFieldNotFound,,,"'success' is false, 'message' field not found","'success' is false, 'message' field not found",'Success'가 거짓입니다. 'Message' 필드를 찾을 수 없습니다,,'success' 为 false，未找到 'message' 字段
Studio.App.AssetManagerService.NoModificationsForPublish,,,No modifications available for Publish,No modifications available for Publish,게시에 적용할 수 있는 수정 사항이 없습니다,,无可供发布的修改
Studio.App.AssetManagerService.PackageIdInvalid,,,PackageId is invalid,PackageId is invalid,유효하지 않은 PackageId입니다,,PackageId 无效
Studio.App.AssetManagerService.PackageInsertErrorArg1,,,Error while inserting package: %1,Error while inserting package: %1,패키지 삽입 중 오류가 발생함: %1,,插入包时出错：%1
Studio.App.AssetManagerService.PlaceIdInvalid,,,PlaceId is invalid,PlaceId is invalid,유효하지 않은 PlaceId입니다,,PlaceId 无效
Studio.App.AssetManagerService.ResponseInvalid,,,Http response is invalid,Http response is invalid,유효하지 않은 Http 응답입니다,,Http 响应无效
Studio.App.AssetManagerService.ReturnedIdMalformed,,,Id returned for mesh part is malformed,Id returned for mesh part is malformed,메시 파트에 대해 반환된 ID가 잘못되었습니다,,返回的网格部件 Id 格式错误
Studio.App.BetaFeatures.AssetManagerDescription,,,"Manage your assets in a brand new widget, with new features. This replaces the Game Explorer.","Manage your assets in a brand new widget, with new features. This replaces the Game Explorer.",새로운 위젯의 새로운 기능으로 애셋을 관리하세요. 이는 게임 탐색기를 대체합니다.,,使用带有新功能的全新控件管理你的资源。将会替换游戏资源管理器。
Studio.App.BetaFeatures.AssetManageritle,,,Asset Manager,Asset Manager,애셋 관리자,,资源管理器
Studio.App.BetaFeatures.ConvertToTerrainDescription,,,Enables the Convert TerrainTool which can convert Parts into Terrain materials and biomes.,Enables the Convert TerrainTool which can convert Parts into Terrain materials and biomes.,파트를 지형 재질 및 생물군으로 전환할 수 있는 TerrainTool 전환을 활성화합니다.,,启用转换 TerrainTool，可将部件转换为地形材质和生态
Studio.App.BetaFeatures.ConvertToTerrainTitle,,,TerrainTools: ConvertTool Beta,TerrainTools: ConvertTool Beta,TerrainTools: ConvertTool 베타,,TerrainTools：ConvertTool 测试版
Studio.App.BetaFeatures.LuaDraggersDescription,,,Migrates the Select/Move/Rotate/Scale tools to a Lua BuiltInPlugin implementation and makes some minor improvements to their functionality.,Migrates the Select/Move/Rotate/Scale tools to a Lua BuiltInPlugin implementation and makes some minor improvements to their functionality.,선택/이동/회전/스케일 도구를 Lua BuiltInPlugin 구현으로 마이그레이션하고 기능을 다소 개선합니다.,,以 Lua BuiltInPlugin 方式实现将选择/移动/旋转/比例工具，并略微改善其功能。
Studio.App.BetaFeatures.LuaDraggersTitle,,,Lua Draggers Beta,Lua Draggers Beta,Lua 드래거 베타,,Lua 拖拽工具测试版
Studio.App.BetaFeatures.Motor6DTransformFixDescription,,,Fixes Motor6D.Transform to always position parts as if Part0 as the parent part so it will not rotate backwards if Part1 becomes the root internally.,Fixes Motor6D.Transform to always position parts as if Part0 as the parent part so it will not rotate backwards if Part1 becomes the root internally.,"Motor6D.Transform을 수정하여 항상 Part0가 부모 파트인 것처럼 파트를 배치하므로, Part1이 내부적으로 루트가 되면 뒤로 회전하지 않습니다.",,使 Motor6D.Transform 在设置部件位置时固定以 Part0 为父部件，以便避免在 Part1 成为内部根时向后旋转。
Studio.App.BetaFeatures.Motor6DTransformFixTitle,,,Motor6D.Transform Consistency Beta,Motor6D.Transform Consistency Beta,Motor6D.Transform 일관성 베타,,Motor6D.Transform 流畅性改进测试版
Studio.App.BetaFeatures.PhysicsNewConvexDecompositionDescription,,,"Enable the new CollisionFidelity, which uses a method called HACD to generate collision geometry with precise surfaces.","Enable the new CollisionFidelity, which uses a method called HACD to generate collision geometry with precise surfaces.",HACD라는 메서드를 사용하여 정확한 표면을 가진 충돌 기하 도형을 생성하는 새 CollisionFidelity를 활성화합니다.,,启用新的 CollisionFidelity，使用名为 HACD 的方法生成表面更为精确的碰撞几何。
