Studio.App.StartPageLogin.StartCreatingOwnGames,,Start creating your own games with Roblox Studio!,Start creating your own games with Roblox Studio!
Studio.App.StartPageLogin.TwoStepVerificationEmailInstruction,,Enter the code we just sent to you via email,Enter the code we just sent to you via email
Studio.App.StartPageLogin.TwoStepVerificationSmsInstruction,,Enter the code we just sent to you via sms,Enter the code we just sent to you via sms
Studio.App.StartPageLogin.TwoStepVerificationTitle,,2-Step Verification,2-Step Verification
Studio.App.StartPageLogin.Username,,Username,Username
Studio.App.StudioDataModelLoadUtil.ErrorCannotOpenTCPlaceDueToCancellation,,Failed to open the team create place due to cancellation,Failed to open the team create place due to cancellation
Studio.App.StudioDataModelLoadUtil.ErrorCannotOpenTCPlaceDueToConflictGlobal,,Global Studio does not support joining a TeamCreate session with a Luobu Studio developer. Please download Luobu Studio to use TeamCreate together: www.robloxdev.cn,Global Studio does not support joining a TeamCreate session with a Luobu Studio developer. Please download Luobu Studio to use TeamCreate together: www.robloxdev.cn
Studio.App.StudioDataModelLoadUtil.ErrorCannotOpenTCPlaceDueToConflictLuobu,,Luobu Studio does not support joining a TeamCreate session with a global Studio developer. Please ask your teammates to download Loubu Studio to use TeamCreate together: www.robloxdev.cn,Luobu Studio does not support joining a TeamCreate session with a global Studio developer. Please ask your teammates to download Loubu Studio to use TeamCreate together: www.robloxdev.cn
Studio.App.StudioDataModelLoadUtil.ErrorCannotOpenTCPlaceDueToTimeout,,Failed to open the team create place due to timeout,Failed to open the team create place due to timeout
Studio.App.StudioDataModelLoadUtil.ErrorCannotOpenTCPlaceGeneral,,"Failed to open the team create place, please try again","Failed to open the team create place, please try again"
Studio.App.StudioDataModelLoadUtil.ErrorCannotOpenTCPlaceWithErrorCode1,"NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.","Failed to open the team create place, please try again. (Error Code: %1)","Failed to open the team create place, please try again. (Error Code: %1)"
Studio.App.StudioFlagEditor.AddButton,Button displayed in the Overrides tab of the Flag Editor (File -> Advanced -> Open Flag Editor). Button is used to add a new entry to the list of flag overrides by opening a new dialog.,Add,Add
Studio.App.StudioFlagEditor.AddOverrideTitle,Title of Add Override dialog that appears after clicking add button in the Overrides tab of the Flag Editor (File -> Advanced -> Open Flag Editor).,Add Override,Add Override
Studio.App.StudioFlagEditor.AppliesOverridesImmediately,,Saves and immediately applies overrides to running studio instance (unsafe).,Saves and immediately applies overrides to running studio instance (unsafe).
Studio.App.StudioFlagEditor.CantExportOverrides,,"Error: Could not export overrides.
There was an error opening the json file for writing. Check Studio logs for more details.","Error: Could not export overrides.
There was an error opening the json file for writing. Check Studio logs for more details."
Studio.App.StudioFlagEditor.CloseWithoutSaving,,Close without saving.,Close without saving.
Studio.App.StudioFlagEditor.DuplicateOverrides,,Duplicate Overrides,Duplicate Overrides
Studio.App.StudioFlagEditor.ErrorWhenExportingOverrides,,Error when exporting Overrides,Error when exporting Overrides
Studio.App.StudioFlagEditor.ErrorWhenLoadingLocalOverrides,,Error when loading Local Overrides,Error when loading Local Overrides
Studio.App.StudioFlagEditor.ExportAsJson,,Export as JSON,Export as JSON
Studio.App.StudioFlagEditor.ExportSuccess,,Export Success,Export Success
Studio.App.StudioFlagEditor.ExportSuccess1,,Success! Overrides exported to %1.,Success! Overrides exported to %1.
Studio.App.StudioFlagEditor.ExportsAllOverrides,,Exports all current overrides to a portable ClientAppSettings.json file.,Exports all current overrides to a portable ClientAppSettings.json file.
Studio.App.StudioFlagEditor.FileIOError,,Unable to save. Try running RobloxStudio with admin permission.,Unable to save. Try running RobloxStudio with admin permission.
Studio.App.StudioFlagEditor.FlagEditor,,Flag Editor,Flag Editor
Studio.App.StudioFlagEditor.FlagsApplied,,Flag Overrides Applied,Flag Overrides Applied
Studio.App.StudioFlagEditor.FlagsHaveBeenApplied,,"Flag overrides changes have been applied dynamically, studio behavior may be unstable until the next restart.","Flag overrides changes have been applied dynamically, studio behavior may be unstable until the next restart."
Studio.App.StudioFlagEditor.JsonFile,"NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.",JSON file (*.json),JSON file (*.json)
Studio.App.StudioFlagEditor.NameField,The name of a flag in the Flag Editor (File -> Advanced -> Open Flag Editor).,Name,Name
Studio.App.StudioFlagEditor.NoLocalOverrides,,No local overrides were found on load. All values shown match the server values.,No local overrides were found on load. All values shown match the server values.
Studio.App.StudioFlagEditor.RemoveAllButton,Button displayed in the Overrides tab of the Flag Editor (File -> Advanced -> Open Flag Editor). Button is used to remove all entries from the list of flag overrides.,Remove All,Remove All
Studio.App.StudioFlagEditor.RemoveButton,Button displayed in the Overrides tab of the Flag Editor (File -> Advanced -> Open Flag Editor). Button is used to remove the currently selected entry in the list of flag overrides.,Remove,Remove
Studio.App.StudioFlagEditor.SaveChangesCurrentBuild,,Save changes to the current Studio build.,Save changes to the current Studio build.
Studio.App.StudioFlagEditor.TypeField,"The type of a flag (FFlag, FLog, DFString, etc.) in the Flag Editor (File -> Advanced -> Open Flag Editor).",Type,Type
Studio.App.StudioFlagEditor.ValueField,The value of a flag in the Flag Editor (File -> Advanced -> Open Flag Editor).,Value,Value
Studio.App.StudioFlagEditor.ValuesHighlightedRed,,Values highlighted red were overridden locally on load and may differ from the server values.,Values highlighted red were overridden locally on load and may differ from the server values.
Studio.App.StudioPluginHost.BadFileFormat,,Unable to open plugin file (bad file format): ,Unable to open plugin file (bad file format): 
Studio.App.StudioPluginHost.CantAddNewPlugin,,Warning: unable to add new plugin to metadata file.,Warning: unable to add new plugin to metadata file.
Studio.App.StudioPluginHost.CantDownload,,Unable to download plugin at this time. Try again later.,Unable to download plugin at this time. Try again later.
Studio.App.StudioPluginHost.CantFindPlugin,,Unable to find plugin with the following id: %1,Unable to find plugin with the following id: %1
Studio.App.StudioPluginHost.CantLoadInvalidPlugin,,Error: Plugin at %1 could not be verified and security settings prevent it from loading.,Error: Plugin at %1 could not be verified and security settings prevent it from loading.
Studio.App.StudioPluginHost.CantLoadMetadata,,Unable to load metadata for installed plugins. Installed plugins will not be loaded.,Unable to load metadata for installed plugins. Installed plugins will not be loaded.
Studio.App.StudioPluginHost.CantParseSettings,,Unable to parse settings file for plugin,Unable to parse settings file for plugin
Studio.App.StudioPluginHost.CantRemovePluginFiles,,Unable to remove all of the plugin files in directory %1. Please clean this location manually,Unable to remove all of the plugin files in directory %1. Please clean this location manually
Studio.App.StudioPluginHost.CantSetEnabledDisabled,,Unable to set enabled/disabled state for plugin: %1,Unable to set enabled/disabled state for plugin: %1
Studio.App.StudioPluginHost.CantValidatePlugin,,Warning: Plugin at %1 could not be verified.,Warning: Plugin at %1 could not be verified.
Studio.App.StudioPluginHost.ErrorParsingAssetId,,Error parsing plugin asset id for plugin: %1,Error parsing plugin asset id for plugin: %1
Studio.App.StudioPluginHost.ErrorWhileTryingToOpenPluginFile,,Error while trying to open plugin file: %1,Error while trying to open plugin file: %1
Studio.App.StudioPluginHost.FinishedInstallingPlugin,,Finished installing plugin.,Finished installing plugin.
Studio.App.StudioPluginHost.PluginMetadataFileIsCorrupted,,Plugin metadata file is corrupted. Version information for your plugins may have been lost.,Plugin metadata file is corrupted. Version information for your plugins may have been lost.
Studio.App.StudioPluginHost.UnableToCreatePluginFile,,Unable to create plugin file.,Unable to create plugin file.
Studio.App.StudioPluginHost.UnableToWritePluginMetadata,,Unable to write plugin metadata. Version information for your plugins may be lost.,Unable to write plugin metadata. Version information for your plugins may be lost.
Studio.App.StudioSerializerHelper.ErrorSavingFile2,,Error saving file '%1' - %2,Error saving file '%1' - %2
Studio.App.StudioServiceHost.ConvertToPackageFailed,,Convert to package failed.,Convert to package failed.
Studio.App.StudioUtilities.LogInRequired,,Log in required,Log in required
Studio.App.StudioUtilities.YouMustLogInToPerformThisAction,,You must log in to perform this action!,You must log in to perform this action!
Studio.App.TabTooltip.ReplaceTooltipText,,"Replace tooltip text by
setting text property","Replace tooltip text by
setting text property"
Studio.App.TeamCreate.ConfirmDisable,,Are you sure you want to turn Team Create off?,Are you sure you want to turn Team Create off?
Studio.App.TeamCreate.ConfirmLossyDisable,,"Turning off team create may result in loss of work.
Are you sure ?","Turning off team create may result in loss of work.
Are you sure ?"
Studio.App.TeamCreate.ConnectionResult1,,Connection Result: %1,Connection Result: %1
Studio.App.TeamCreate.EditYourPlaceWithFriends,,"Edit your place with friends, see the updates instantly.","Edit your place with friends, see the updates instantly."
Studio.App.TeamCreate.EnableTeamCreateEditPlaceTogether,,"Enable Team Create: edit your place together, see updates instantly.","Enable Team Create: edit your place together, see updates instantly."
Studio.App.TeamCreate.FailedToTurnOnTeamCreate,,Failed to turn on Team Create.,Failed to turn on Team Create.
Studio.App.TeamCreate.Form,,Form,Form
Studio.App.TeamCreate.HearbeatDetectFail,,Studio detected Heartbeat failure.,Studio detected Heartbeat failure.
Studio.App.TeamCreate.InviteAFriend,,Invite a friend,Invite a friend
Studio.App.TeamCreate.LoadingGame,,Loading game,Loading game
Studio.App.TeamCreate.LogInToEnableTeamCreateOptions,,Log in to enable Team Create options for your place.,Log in to enable Team Create options for your place.
Studio.App.TeamCreate.MembersOfYourGroupCanWorkTogether,,"Members of your group can work together, see updates instantly. Contact your admin to enable Team Create.","Members of your group can work together, see updates instantly. Contact your admin to enable Team Create."
Studio.App.TeamCreate.PermissionsMovedMessage1,,"We've moved permissions management to <a href=""%1"">Home &gt; Game Settings &gt; Permissions.</a>","We've moved permissions management to <a href=""%1"">Home &gt; Game Settings &gt; Permissions.</a>"
Studio.App.TeamCreate.PlaceLauncherRequestStatus1,,Request Status Code: %1,Request Status Code: %1
Studio.App.TeamCreate.PublishAndEnableteamCreateToBuildTogether,,Publish and enable Team Create to build this place together with your friends.,Publish and enable Team Create to build this place together with your friends.
Studio.App.TeamCreate.PublishingCurrentPlace,,Publishing current place...,Publishing current place...
Studio.App.TeamCreate.RemovingThisUserWillPrevent,,Removing this user will prevent them from accessing this Team Create game. Are you sure you want to do this?,Removing this user will prevent them from accessing this Team Create game. Are you sure you want to do this?
Studio.App.TeamCreate.SaveFailedConfirmation,,"Save failed. Turning off team create may result in loss of work.
Are you sure?","Save failed. Turning off team create may result in loss of work.
Are you sure?"
Studio.App.TeamCreate.SaveOnDisableLog,,Sent message to save game before Team Create turns off.,Sent message to save game before Team Create turns off.
Studio.App.TeamCreate.SavingLatestUpdatesAndEnablingTeamCreate,,Saving latest updates and enabling Team Create...,Saving latest updates and enabling Team Create...
Studio.App.TeamCreate.ShutdownWarning,,<b>Are you sure you want to quit Roblox Studio?</b>,<b>Are you sure you want to quit Roblox Studio?</b>
Studio.App.TeamCreate.SyncComplete,,Sync has been completed.,Sync has been completed.
Studio.App.TeamCreate.SyncProgress,,Replication Queue %1 of %2,Replication Queue %1 of %2
Studio.App.TeamCreate.SyncProgressTitle,,<b>Data Sync Progress</b>,<b>Data Sync Progress</b>
Studio.App.TeamCreate.SyncTerrainProgressTitle,,<b>Terrain Sync Progress</b>,<b>Terrain Sync Progress</b>
Studio.App.TeamCreate.SyncingGenericWarning,,Quitting Roblox Studio will cause you to lose data that is currently syncing.,Quitting Roblox Studio will cause you to lose data that is currently syncing.
Studio.App.TeamCreate.SyncingTerrainWarning,,Quitting Roblox Studio will cause you to lose data that is currently syncing and might corrupt your Terrain.,Quitting Roblox Studio will cause you to lose data that is currently syncing and might corrupt your Terrain.
Studio.App.TeamCreate.TurnOn,,Turn On,Turn On
Studio.App.TeamCreate.UnpublishedChangesWarning,,Other users are currently editing scripts. Turning off team create will lose these unpublished changes. Continue anyway?,Other users are currently editing scripts. Turning off team create will lose these unpublished changes. Continue anyway?
Studio.App.TeamCreateConnectionDialog.YouHaveLostConnectionToTheServer,,You have lost connection to the server. Trying to reconnect...<br><br>Recent copy of the place has been saved. <a href='openautosave://file'>Click here</a> to open the saved place.,You have lost connection to the server. Trying to reconnect...<br><br>Recent copy of the place has been saved. <a href='openautosave://file'>Click here</a> to open the saved place.
Studio.App.TemplatePage.Gameplay,,Gameplay,Gameplay
Studio.App.TemplatePage.Theme,,Theme,Theme
Studio.App.TemplatesPage.AllTemplates,Templates page tab,All Templates,All Templates
Studio.App.Tooltip.GoToSource,,Go to source,Go to source
Studio.App.TwoStepVerificationPage.Enter6DigitCode,,Enter 6-digit code,Enter 6-digit code
Studio.App.TwoStepVerificationPage.NeedHelpContact,,Need help? Contact ,Need help? Contact 
Studio.App.TwoStepVerificationPage.RobloxSupport,,Roblox Support,Roblox Support
Studio.App.TwoStepVerificationPage.StartOver,,Start Over,Start Over
Studio.App.TwoStepVerificationPage.TrustThisDeviceFor30Days,,Trust this device for 30 days,Trust this device for 30 days
Studio.App.TwoStepVerificationPage.Verify,,Verify,Verify
Studio.App.UIEditor.ScrollingFrame,ui editor menu,Scrolling Frame,Scrolling Frame
Studio.App.UIEditor.TextButton,ui editor menu,Text Button,Text Button
